"ITTER107","Territory","TIPO_DATO15","Demographic data type","SEXISTAT1","Gender","ETA1","Age","STATCIV2","Marital status","TIME","Select time","Value","Flag Codes","Flags"
"ITE3","Marche","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",24022,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",23589,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",23899,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",23348,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",22067,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",91864,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",92751,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",99175,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",98313,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",98324,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",94554,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",89942,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",19907,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",20376,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",20467,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",19915,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",20160,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",19336,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",18815,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",4485,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",4507,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",4563,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",4442,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",4563,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",4421,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",4160,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",60494,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",60924,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",60420,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",61309,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",63041,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",61425,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",59749,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",8583,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",8411,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",8395,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",8212,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",8393,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",8145,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",8014,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",27961,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",28319,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",28332,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",28126,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",28199,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",27788,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",27876,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",86538,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",87987,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",89448,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",88743,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",89859,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",86620,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",83679,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",73812,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",74660,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",74802,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",74273,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",75528,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",73376,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",71182,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2012","2012",25729,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2013","2013",26408,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2014","2014",26950,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2015","2015",27388,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2016","2016",27314,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2017","2017",26171,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y41","41 years","99","total","2018","2018",24905,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",20067,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",19989,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",19876,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",19917,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",19205,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",19343,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",17916,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",73443,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",72996,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",75181,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",74694,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",74173,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",74015,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",70968,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",59885,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",58803,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",60983,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",60620,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",60132,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",59652,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",56945,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",71656,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",69513,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",71595,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",70130,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",68343,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",68189,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",65195,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",2214,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",2077,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",2152,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",2045,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",2023,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",1998,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",1874,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",24717,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",24302,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",24717,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",24401,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",23239,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",22751,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",21375,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",165900,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",163043,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",167925,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",167364,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",165386,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",165363,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",160138,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",17304,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",16561,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",16960,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",16389,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",16169,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",16110,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",15195,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",8721,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",8351,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",8456,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",8220,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",7905,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",7801,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",7383,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",8583,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",8210,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",8504,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",8169,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",8264,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",8309,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",7812,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",83402,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",81829,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",82408,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",81287,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",79715,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",80249,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",75262,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",13756,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",13359,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",13833,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",13673,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",13720,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",13843,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",13244,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",24485,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",23780,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",24592,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",23953,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",23609,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",23808,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",23187,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",93361,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",92603,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",99138,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",99525,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",98042,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",98463,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",94556,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",20635,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",19966,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",20991,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",20470,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",19905,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",20119,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",19194,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",4686,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",4510,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",4542,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",4571,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",4437,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",4548,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",4396,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",88614,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",86603,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",89941,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",89154,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",88700,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",89741,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",86371,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",62020,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",60547,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",61450,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",60292,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",61202,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",62933,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",61248,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",8751,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",8610,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",8489,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",8397,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",8179,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",8336,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",8102,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",29425,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",27997,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",28638,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",28284,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",28080,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",28109,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",27676,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",76043,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",73658,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",76077,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",74774,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",74055,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",75617,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",73016,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2012","2012",26760,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2013","2013",25774,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2014","2014",27041,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2015","2015",27078,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2016","2016",27324,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2017","2017",27304,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y42","42 years","99","total","2018","2018",26120,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",71010,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",72134,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",70901,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",71401,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",69963,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",68207,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",68119,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",2145,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",2239,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",2105,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",2132,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",2024,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",2005,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",1966,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",24978,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",24900,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",24961,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",24707,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",24359,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",23239,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",22752,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",165239,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",167168,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",166956,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",167456,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",166998,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",165245,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",165138,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",17136,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",17474,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",16721,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",16966,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",16389,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",16196,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",16140,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",8609,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",8825,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2014","2014",8458,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2015","2015",8458,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2016","2016",8220,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2017","2017",7939,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y43","43 years","99","total","2018","2018",7858,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y43","43 years","99","total","2012","2012",8527,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y43","43 years","99","total","2013","2013",8649,,
