"ITTER107","Territory","TIPO_DATO15","Demographic data type","SEXISTAT1","Gender","ETA1","Age","STATCIV2","Marital status","TIME","Select time","Value","Flag Codes","Flags"
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y66","66 years","99","total","2018","2018",56661,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2012","2012",18417,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2013","2013",19362,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2014","2014",20807,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2015","2015",21592,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2016","2016",20983,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2017","2017",21478,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y66","66 years","99","total","2018","2018",21235,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",10137,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",8746,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",12224,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",11305,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",11548,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",11079,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",11519,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",4907,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",4163,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",5637,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",5103,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",5262,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",5018,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",5139,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",5230,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",4583,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",6587,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",6202,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",6286,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",6061,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",6380,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",51166,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",43797,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",64044,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",58769,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",59591,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",57631,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",58041,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",15005,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",12468,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",18092,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",17037,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",16892,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",15713,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",15818,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",45682,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",40807,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",57580,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",56293,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",56100,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",52756,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",51865,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",40331,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",40396,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",51974,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",51263,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",50929,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",47384,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",45095,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",9469,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",8844,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",11088,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",11384,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",12218,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",11390,,
"ITE2","Umbria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",10902,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",15246,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",15521,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",18835,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",18604,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",19018,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",18347,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",18880,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",13064,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",11972,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",16050,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",16395,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",17098,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",16770,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",16438,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",2879,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",2911,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",3664,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",3936,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",4114,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",4185,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",3962,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",48495,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",44702,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",58293,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",59097,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",59904,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",56376,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",55457,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",1311,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",1207,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",1533,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",1584,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",1658,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",1613,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",1542,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",19418,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",17075,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",23537,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",23082,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",22205,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",20833,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",20324,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",53878,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",53283,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",69633,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",70924,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",70864,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",66358,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",66088,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",46418,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",53726,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",65392,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",63927,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",65500,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",63468,,
"ITF3","Campania","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",62979,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",38019,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",41259,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",49214,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",49616,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",52186,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",49067,,
"ITF4","Puglia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",48813,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",4827,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",4907,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",6192,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",6701,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",7360,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",7122,,
"ITF5","Basilicata","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",6961,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",17362,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",17112,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",21845,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",23584,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",23969,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",23504,,
"ITF6","Calabria","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",23315,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",46674,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",47835,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",56873,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",61300,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",61636,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",59019,,
"ITG1","Sicilia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",58269,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",17982,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",18255,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",19426,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",20639,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",21387,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",20809,,
"ITG2","Sardegna","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",21345,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2012","2012",100249,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2013","2013",93103,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2014","2014",126007,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2015","2015",120751,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2016","2016",123457,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2017","2017",118304,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y67","67 years","99","total","2018","2018",116330,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",48234,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",47998,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",44623,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",57668,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",58501,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",59292,,
"ITC1","Piemonte","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",55798,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",1355,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",1309,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",1197,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",1525,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",1565,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",1643,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",1601,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",19041,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",19276,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",17096,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",23238,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",22849,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",21977,,
"ITC3","Liguria","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",20605,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",99066,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",99803,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",92788,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",124040,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",119510,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",122173,,
"ITC4","Lombardia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",117140,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",10703,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",10053,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",8705,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",12118,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",11182,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",11431,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",10998,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",5321,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",4870,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",4132,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",5583,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",5049,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",5208,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",4972,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",5382,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",5183,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",4573,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",6535,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",6133,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",6223,,
"ITD2","Provincia Autonoma Trento","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",6026,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",52250,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",50743,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",43659,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",63476,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",58168,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",59090,,
"ITD3","Veneto","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",57031,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",14818,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",14927,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",12377,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",17893,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",16857,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",16718,,
"ITD4","Friuli-Venezia Giulia","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",15562,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",45557,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",45431,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",40752,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",57036,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",55774,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",55668,,
"ITD5","Emilia-Romagna","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",52304,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",40892,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",40177,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",40419,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",51651,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",50689,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",50489,,
"ITE1","Toscana","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",47026,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",15978,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",15124,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",15517,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",18683,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",18423,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",18864,,
"ITE3","Marche","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",18153,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",56709,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",53487,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",54344,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",68788,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",70066,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",69905,,
"ITE4","Lazio","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",65657,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",12694,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",12982,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",12019,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",15861,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2016","2016",16236,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2017","2017",16985,,
"ITF1","Abruzzo","JAN","population on 1st January","9","total","Y68","68 years","99","total","2018","2018",16628,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y68","68 years","99","total","2012","2012",2719,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y68","68 years","99","total","2013","2013",2862,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y68","68 years","99","total","2014","2014",2904,,
"ITF2","Molise","JAN","population on 1st January","9","total","Y68","68 years","99","total","2015","2015",3640,,
