"ITTER107","Territory","TIPO_DATO_SDS_ICT","Data type","TIME","Select time","Value","Flag Codes","Flags"
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2013","2013",9.4,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2014","2014",7.4,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2015","2015",12.2,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2016","2016",11.6,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2017","2017",12.2,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2018","2018",15.1,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2019","2019",13.7,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2012","2012",9.4,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2013","2013",10.3,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2014","2014",13.4,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2015","2015",11.2,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2016","2016",13.2,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2017","2017",13.8,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2018","2018",10.6,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2019","2019",9.9,,
"ITF5","Basilicata","COMM_NEVER","never","2012","2012",65.5,,
"ITF5","Basilicata","COMM_NEVER","never","2013","2013",62.4,,
"ITF5","Basilicata","COMM_NEVER","never","2014","2014",59.9,,
"ITF5","Basilicata","COMM_NEVER","never","2015","2015",54,,
"ITF5","Basilicata","COMM_NEVER","never","2016","2016",55.2,,
"ITF5","Basilicata","COMM_NEVER","never","2017","2017",47.3,,
"ITF5","Basilicata","COMM_NEVER","never","2018","2018",44.3,,
"ITF5","Basilicata","COMM_NEVER","never","2019","2019",43.2,,
"ITF6","Calabria","COMM_3","within the last 3 months","2012","2012",12.3,,
"ITF6","Calabria","COMM_3","within the last 3 months","2013","2013",12.3,,
"ITF6","Calabria","COMM_3","within the last 3 months","2014","2014",16,,
"ITF6","Calabria","COMM_3","within the last 3 months","2015","2015",15.2,,
"ITF6","Calabria","COMM_3","within the last 3 months","2016","2016",16.9,,
"ITF6","Calabria","COMM_3","within the last 3 months","2017","2017",23.2,,
"ITF6","Calabria","COMM_3","within the last 3 months","2018","2018",22.2,,
"ITF6","Calabria","COMM_3","within the last 3 months","2019","2019",27.2,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2012","2012",5.7,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2013","2013",6.7,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2014","2014",7.8,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2015","2015",15.7,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2016","2016",8.6,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2017","2017",9.6,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2018","2018",13,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2019","2019",13.3,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2012","2012",9.8,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2013","2013",9.1,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2014","2014",11.8,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2015","2015",9.6,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2016","2016",9.9,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2017","2017",8.6,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2018","2018",9.1,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2019","2019",10.4,,
"ITF6","Calabria","COMM_NEVER","never","2012","2012",70.8,,
"ITF6","Calabria","COMM_NEVER","never","2013","2013",70.9,,
"ITF6","Calabria","COMM_NEVER","never","2014","2014",62,,
"ITF6","Calabria","COMM_NEVER","never","2015","2015",57.7,,
"ITF6","Calabria","COMM_NEVER","never","2016","2016",62.2,,
"ITF6","Calabria","COMM_NEVER","never","2017","2017",57.7,,
"ITF6","Calabria","COMM_NEVER","never","2018","2018",54.3,,
"ITF6","Calabria","COMM_NEVER","never","2019","2019",46.5,,
"ITG","Isole","COMM_3","within the last 3 months","2012","2012",14.4,,
"ITG","Isole","COMM_3","within the last 3 months","2013","2013",16.3,,
"ITG","Isole","COMM_3","within the last 3 months","2014","2014",17.6,,
"ITG","Isole","COMM_3","within the last 3 months","2015","2015",19.9,,
"ITG","Isole","COMM_3","within the last 3 months","2016","2016",20.9,,
"ITG","Isole","COMM_3","within the last 3 months","2017","2017",25.8,,
"ITG","Isole","COMM_3","within the last 3 months","2018","2018",23.5,,
"ITG","Isole","COMM_3","within the last 3 months","2019","2019",27.3,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2012","2012",8.9,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2013","2013",7.7,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2014","2014",7.6,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2015","2015",11.8,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2016","2016",11.5,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2017","2017",10.8,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2018","2018",11.7,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2019","2019",10.8,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2012","2012",10.3,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2013","2013",10.6,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2014","2014",10.9,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2015","2015",10.1,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2016","2016",10.8,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2017","2017",10.9,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2018","2018",12.7,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2019","2019",13.2,,
"ITG","Isole","COMM_NEVER","never","2012","2012",65.6,,
"ITG","Isole","COMM_NEVER","never","2013","2013",63.9,,
"ITG","Isole","COMM_NEVER","never","2014","2014",62.2,,
"ITG","Isole","COMM_NEVER","never","2015","2015",56.2,,
"ITG","Isole","COMM_NEVER","never","2016","2016",54.3,,
"ITG","Isole","COMM_NEVER","never","2017","2017",50.5,,
"ITG","Isole","COMM_NEVER","never","2018","2018",50.6,,
"ITG","Isole","COMM_NEVER","never","2019","2019",47,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2012","2012",11.7,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2013","2013",12.4,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2014","2014",12.9,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2015","2015",16.4,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2016","2016",16.9,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2017","2017",23.1,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2018","2018",19.8,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2019","2019",24.4,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2012","2012",8.1,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2013","2013",6,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2014","2014",6.3,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2015","2015",10.2,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2016","2016",11,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2017","2017",10.4,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2018","2018",10.6,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2019","2019",9.5,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2012","2012",9.4,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2013","2013",10,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2014","2014",10,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2015","2015",8.7,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2016","2016",10.9,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2017","2017",10.5,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2018","2018",12.9,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2019","2019",13.5,,
"ITG1","Sicilia","COMM_NEVER","never","2012","2012",70,,
"ITG1","Sicilia","COMM_NEVER","never","2013","2013",69.9,,
"ITG1","Sicilia","COMM_NEVER","never","2014","2014",69,,
"ITG1","Sicilia","COMM_NEVER","never","2015","2015",62.2,,
"ITG1","Sicilia","COMM_NEVER","never","2016","2016",58.1,,
"ITG1","Sicilia","COMM_NEVER","never","2017","2017",53.9,,
"ITG1","Sicilia","COMM_NEVER","never","2018","2018",55.1,,
"ITG1","Sicilia","COMM_NEVER","never","2019","2019",51.1,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2012","2012",21.6,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2013","2013",25.9,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2014","2014",29.4,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2015","2015",29,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2016","2016",31,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2017","2017",33.2,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2018","2018",33.2,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2019","2019",35.8,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2012","2012",11.1,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2013","2013",11.9,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2014","2014",10.8,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2015","2015",15.9,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2016","2016",12.9,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2017","2017",12.1,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2018","2018",14.7,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2019","2019",14.6,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2012","2012",12.6,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2013","2013",12.1,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2014","2014",13.3,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2015","2015",13.7,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2016","2016",10.7,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2017","2017",12,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2018","2018",12.3,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2019","2019",12.4,,
"ITG2","Sardegna","COMM_NEVER","never","2012","2012",54.1,,
"ITG2","Sardegna","COMM_NEVER","never","2013","2013",49,,
"ITG2","Sardegna","COMM_NEVER","never","2014","2014",45.2,,
"ITG2","Sardegna","COMM_NEVER","never","2015","2015",40.7,,
"ITG2","Sardegna","COMM_NEVER","never","2016","2016",44.5,,
"ITG2","Sardegna","COMM_NEVER","never","2017","2017",41.1,,
"ITG2","Sardegna","COMM_NEVER","never","2018","2018",38.9,,
"ITG2","Sardegna","COMM_NEVER","never","2019","2019",35.1,,
