"ITTER107","Territory","VARICT","Data type","ATECO_2007","NACE 2007","CLLVT","Size classes of persons employed","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0033","ict sector","W_GE10","10 and over","2018","2018",53.54,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W10_49","10-49","2018","2018",42.77,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE10","10 and over","2018","2018",44.83,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W50_99","50-99","2018","2018",60.58,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W100_249","100-249","2018","2018",60.07,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0034","total non financial services (g-n, including 951 and excluding 75 and  k)","W_GE250","250 and over","2018","2018",70,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W10_49","10-49","2018","2018",39.97,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE10","10 and over","2018","2018",41.62,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W50_99","50-99","2018","2018",51.29,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W100_249","100-249","2018","2018",53.27,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0035","total economic activities  (c-n, including 951, excluding 75 and k)","W_GE250","250 and over","2018","2018",66.25,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W10_49","10-49","2018","2018",70.75,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE10","10 and over","2018","2018",76.22,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W50_99","50-99","2018","2018",89.59,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W100_249","100-249","2018","2018",94.04,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0036","electricity, gas steam, air conditioning supply, water supply, sewerage, waste management and remediation activities (d-e)","W_GE250","250 and over","2018","2018",95.93,,
"IT","Italy","E_INV3SBG_AP_GT0_PERC","enterprises sending invoices to other eneterprises or government with sending of eInvoice suitable for automated processing (eInvoice suitable)  (percentages)","0049","transport and storage, except warehousing and support activities for transportation (h except 53)","W_GE10","10 and over","2018","2018",22.88,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","C","manufacturing","W10_49","10-49","2018","2018",78.17,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","C","manufacturing","W_GE10","10 and over","2018","2018",79.12,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","C","manufacturing","W50_99","50-99","2018","2018",84.17,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","C","manufacturing","W100_249","100-249","2018","2018",84.66,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","C","manufacturing","W_GE250","250 and over","2018","2018",88.26,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","F","construction","W10_49","10-49","2018","2018",69.02,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","F","construction","W_GE10","10 and over","2018","2018",69.25,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","F","construction","W50_99","50-99","2018","2018",71.47,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","F","construction","W100_249","100-249","2018","2018",77.27,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","F","construction","W_GE250","250 and over","2018","2018",69.12,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","G","wholesale and retail trade repair of motor vehicles and motorcycles","W_GE10","10 and over","2018","2018",67.45,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CA","manufacture of food products, beverages and tobacco products","W_GE10","10 and over","2018","2018",68.23,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CB","manufacture of textiles, apparel, leather and related products","W_GE10","10 and over","2018","2018",76.01,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CC","manufacture of wood and paper products, and printing","W_GE10","10 and over","2018","2018",82.31,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CH","manufacture of basic metals and fabricated metal products, except machinery and equipment","W_GE10","10 and over","2018","2018",84.88,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CL","manufacture of transport equipment","W_GE10","10 and over","2018","2018",78.63,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CM","other manufacturing, and repair and installation of machinery and equipment","W_GE10","10 and over","2018","2018",80.49,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","JC","it and other information services","W_GE10","10 and over","2018","2018",77.37,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","26","manufacture of computer, electronic and optical products","W_GE10","10 and over","2018","2018",83.02,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","53","postal and courier activities","W_GE10","10 and over","2018","2018",47.87,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","55","accommodation ","W_GE10","10 and over","2018","2018",51.53,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","56","food service activities","W_GE10","10 and over","2018","2018",37.06,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","58","publishing activities","W_GE10","10 and over","2018","2018",83.05,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","61","telecommunications","W_GE10","10 and over","2018","2018",81.24,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","68","real estate activities","W_GE10","10 and over","2018","2018",60.83,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","79","travel agency, tour operator and other reservation service and related activities","W_GE10","10 and over","2018","2018",75.32,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CD-CG","manufacture of coke and refined petroleum products, of chemicals and chemical products, of basic pharmaceutical products and preparations, of rubber, plastic and of other non-metallic mineral products","W_GE10","10 and over","2018","2018",79.77,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","CJ-CK","manufacture of electrical equipment and of machinery and equipment n.e.c. ","W_GE10","10 and over","2018","2018",79.3,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","JA_X_58","motion picture, video and television programme production, sound recording","W_GE10","10 and over","2018","2018",79.6,,
"IT","Italy","E_INV3SBG_EMP_GT0_PERC","enterprises sending invoices to other eneterprises or government using electronic invoice not suitable for automated processing - (electronic not suitable) (percentages)","0031","professional, scientific and technical activities except veterinary activities","W_GE10","10 and over","2018","2018",76.29,,
